start_gameboard,end_gameboard,exit_criteria,periodicity,rows,cols,max_height,max_width,runs
"5,11,0x312a","9,12,0x1c1110482411107000",spaceship,3,5,5,9,9,9
"5,11,0x3201","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x3203","7,16,0x3090c00",stable,0,5,5,6,7,5
"5,11,0x3211","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x3213","7,16,0x3060000",stable,0,5,5,6,7,3
"5,11,0x3221","7,42,0x0",extinct,0,5,5,6,7,3
"5,11,0x3222","7,16,0x3090c00",stable,0,5,5,6,7,5
"5,11,0x3223","8,10,0x3c220122041800",spaceship,5,5,5,8,8,9
"5,11,0x3232","7,16,0x3060000",stable,0,5,5,6,7,3
"5,11,0x3401","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x3402","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x3403","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x3408","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x3409","6,14,0x208200",oscilator,2,5,5,6,6,4
"5,11,0x340a","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x340b","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x3410","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x3411","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x3412","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,11,0x3413","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x3421","7,42,0x0",extinct,0,5,5,6,7,3
"5,11,0x3422","6,36,0x0",extinct,0,5,5,6,6,3
"5,11,0x3423","9,12,0x1c1110482411107000",spaceship,3,5,5,9,9,9
"5,11,0x3428","6,14,0x312300",stable,0,5,5,6,6,5
"5,11,0x3429","7,10,0x82850400",stable,0,5,5,6,7,4
"5,11,0x342a","6,36,0x0",extinct,0,5,5,6,6,2
"5,11,0x342b","8,21,0x40c12140c00",spaceship,3,5,5,8,8,8
"5,11,0x3430","7,42,0x0",extinct,0,5,5,6,7,3
"5,11,0x3431","8,48,0x0",extinct,0,5,5,6,8,3
"5,11,0x3432","7,17,0x1830000",stable,0,5,5,6,7,3
"5,11,0x3433","9,4,0x80e0c8cec9364b404",spaceship,2,5,5,8,9,8
"5,11,0x3441","6,36,0x0",extinct,0,5,5,6,6,5
"5,11,0x3448","6,14,0x30c000",stable,0,5,5,6,6,4
"5,11,0x3449","6,36,0x0",extinct,0,5,5,6,6,6
"5,11,0x3450","7,42,0x0",extinct,0,5,5,6,7,5
"5,11,0x3451","7,24,0x30600",stable,0,5,5,6,7,5
"5,11,0x3501","6,36,0x0",extinct,0,5,5,6,6,5
"5,11,0x3502","6,13,0x618000",stable,0,5,5,6,6,4
"5,11,0x3503","6,13,0x618000",stable,0,5,5,6,6,3
"5,11,0x3508","7,9,0x1050a0800",stable,0,5,5,6,7,4
"5,11,0x3509","7,42,0x0",extinct,0,5,5,6,7,6
"5,11,0x350a","9,12,0x1c1110482411107000",spaceship,3,5,5,9,9,9
"5,11,0x350b","8,10,0x302848302000",spaceship,3,5,5,7,8,8
"5,11,0x3601","7,42,0x0",extinct,0,5,5,6,7,3
"5,11,0x3602","7,16,0x3090c00",stable,0,5,5,6,7,5
"5,11,0x3603","7,16,0x3060000",stable,0,5,5,6,7,3
"5,11,0x3610","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x3611","7,42,0x0",extinct,0,5,5,6,7,2
"5,11,0x3612","7,16,0x3060000",stable,0,5,5,6,7,3
"5,11,0x3613","7,42,0x0",extinct,0,5,5,6,7,3
"5,11,0x3621","8,48,0x0",extinct,0,5,5,6,8,3
"5,11,0x3622","7,42,0x0",extinct,0,5,5,6,7,6
"5,11,0x3623","9,33,0x20100800",oscilator,2,5,5,7,9,8
"5,11,0x3801","6,8,0x8514200",stable,0,5,5,6,6,5
"5,11,0x3809","6,2,0x208508200",spaceship,3,5,5,6,6,5
"5,11,0x3811","7,10,0x4082820400",spaceship,3,5,5,7,7,5
"5,11,0x3821","7,9,0x71e665870400",spaceship,6,5,5,8,7,10
"5,11,0x3828","6,9,0x18a080000",spaceship,4,5,5,7,6,6
"5,11,0x3829","7,9,0xe224488e00",spaceship,3,5,5,7,7,8
"5,11,0x3830","7,42,0x0",extinct,0,5,5,6,7,5
"5,11,0x3831","7,42,0x0",extinct,0,5,5,6,7,4
"5,11,0x3901","7,8,0x18284000000",spaceship,4,5,5,7,7,6
"5,11,0x3909","7,9,0x1050c0000",stable,0,5,5,6,7,5
"5,11,0x3928","7,9,0x71222d5b1c00",spaceship,2,5,5,8,7,6
"5,11,0x3a01","7,42,0x0",extinct,0,5,5,6,7,5
"5,11,0x3a11","7,42,0x0",extinct,0,5,5,6,7,4
"5,11,0x3a21","7,49,0x0",extinct,0,5,5,7,7,5
"5,11,0x3a30","7,49,0x0",extinct,0,5,5,7,7,5
"5,11,0x3c01","6,36,0x0",extinct,0,5,5,6,6,5
"5,11,0x3c08","6,36,0x0",extinct,0,5,5,6,6,5
"5,11,0x3c09","6,8,0xc48c000",stable,0,5,5,6,6,3
"5,11,0x3c10","7,42,0x0",extinct,0,5,5,6,7,8
"5,11,0x3c11","7,42,0x0",extinct,0,5,5,6,7,4
"5,11,0x3c21","7,18,0xc18000",stable,0,5,5,6,7,5
"5,11,0x3c28","7,9,0xe224488e00",spaceship,3,5,5,7,7,7
"5,11,0x3c29","7,18,0xc18000",stable,0,5,5,6,7,5
"5,11,0x3c30","8,11,0x1c2222221c00",spaceship,3,5,5,7,8,7
"5,11,0x3c31","8,21,0x6060000",stable,0,5,5,6,8,5
"5,11,0x3d01","7,9,0xe224488e00",spaceship,3,5,5,7,7,7
"5,11,0x3d08","7,15,0x60c0000",stable,0,5,5,6,7,5
"5,11,0x3d09","7,15,0x60c0000",stable,0,5,5,6,7,5
"5,11,0x3e01","7,42,0x0",extinct,0,5,5,6,7,4
"5,11,0x3e10","7,17,0x1c00000",oscilator,2,5,5,6,7,5
"5,11,0x3e11","7,42,0x0",extinct,0,5,5,6,7,4
"5,11,0x3e21","8,21,0x6060000",stable,0,5,5,6,8,5
"5,10,0x4001","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4003","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4005","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4007","7,31,0x38000",oscilator,2,5,5,7,7,4
"5,10,0x4009","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x400b","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x400d","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x400f","7,49,0x0",extinct,0,5,5,7,7,8
"5,10,0x4011","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4013","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4015","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4017","7,49,0x0",extinct,0,5,5,7,7,4
"5,10,0x4019","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x401b","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x401d","7,49,0x0",extinct,0,5,5,7,7,3
"5,10,0x401f","7,25,0x21e4490e00",spaceship,3,5,5,9,7,6
"5,10,0x4021","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4022","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4023","7,25,0x18300",stable,0,5,5,6,7,2
"5,10,0x4024","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4025","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4026","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4027","8,28,0xc120c00",stable,0,5,5,7,8,5
"5,10,0x4028","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4029","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x402a","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x402b","7,25,0x18300",stable,0,5,5,6,7,2
"5,10,0x402c","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x402d","7,42,0x0",extinct,0,5,5,6,7,3
"5,10,0x402e","7,49,0x0",extinct,0,5,5,7,7,5
"5,10,0x402f","8,19,0x1c2222221c00",spaceship,3,5,5,8,8,7
"5,10,0x4030","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4031","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4032","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4033","7,25,0x18300",stable,0,5,5,6,7,2
"5,10,0x4034","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4035","7,42,0x0",extinct,0,5,5,6,7,3
"5,10,0x4036","7,42,0x0",extinct,0,5,5,6,7,3
"5,10,0x4037","8,19,0x1c2222221c00",spaceship,3,5,5,8,8,8
"5,10,0x4038","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4039","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x403a","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x403b","7,18,0x41428200",spaceship,2,5,5,7,7,4
"5,10,0x403c","7,49,0x0",extinct,0,5,5,7,7,3
"5,10,0x403d","8,18,0x384444443800",spaceship,3,5,5,8,8,10
"5,10,0x403e","7,49,0x0",extinct,0,5,5,7,7,4
"5,10,0x403f","9,13,0x703c330d0701000",spaceship,6,5,5,8,9,13
"5,10,0x4041","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4045","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4049","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x404d","7,42,0x0",extinct,0,5,5,6,7,5
"5,10,0x4051","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4055","7,42,0x0",extinct,0,5,5,6,7,3
"5,10,0x4059","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x405d","7,49,0x0",extinct,0,5,5,7,7,4
"5,10,0x4064","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4068","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x406c","7,42,0x0",extinct,0,5,5,6,7,5
"5,10,0x4070","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4074","7,42,0x0",extinct,0,5,5,6,7,3
"5,10,0x4078","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x407c","7,49,0x0",extinct,0,5,5,7,7,4
"5,10,0x4081","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4083","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4089","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x408b","7,42,0x0",extinct,0,5,5,6,7,5
"5,10,0x4091","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4093","7,42,0x0",extinct,0,5,5,6,7,3
"5,10,0x4099","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x409b","7,49,0x0",extinct,0,5,5,7,7,5
"5,10,0x40a2","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x40aa","7,42,0x0",extinct,0,5,5,6,7,5
"5,10,0x40b2","7,42,0x0",extinct,0,5,5,6,7,3
"5,10,0x40ba","7,49,0x0",extinct,0,5,5,7,7,5
"5,10,0x4101","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4103","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4105","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4107","7,17,0x82848600",stable,0,5,5,7,7,3
"5,10,0x4111","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4113","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4115","7,22,0xc1800",stable,0,5,5,6,7,3
"5,10,0x4117","8,11,0x106c3e360800",spaceship,4,5,5,7,8,8
"5,10,0x4126","7,42,0x0",extinct,0,5,5,6,7,5
"5,10,0x4136","9,12,0x1c1110482411107000",spaceship,3,5,5,9,9,10
"5,10,0x4201","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4203","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4205","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4207","7,49,0x0",extinct,0,5,5,7,7,4
"5,10,0x4209","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x420b","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x420d","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x420f","7,31,0x38000",oscilator,2,5,5,7,7,5
"5,10,0x4211","8,18,0x20202000",oscilator,2,5,5,6,8,4
"5,10,0x4213","8,18,0x20202000",oscilator,2,5,5,6,8,4
"5,10,0x4215","8,48,0x0",extinct,0,5,5,6,8,3
"5,10,0x4217","9,23,0x20381a198783800",spaceship,6,5,5,9,9,12
"5,10,0x4219","8,18,0x2050502000",spaceship,2,5,5,7,8,4
"5,10,0x421b","8,18,0x2050502000",spaceship,2,5,5,7,8,4
"5,10,0x421d","8,18,0x2050483000",stable,0,5,5,7,8,4
"5,10,0x421f","8,25,0x6066060000",stable,0,5,5,8,8,5
"5,10,0x422e","7,56,0x0",extinct,0,5,5,8,7,5
"5,10,0x423e","8,25,0x60600000",stable,0,5,5,7,8,5
"5,10,0x4401","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4402","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4403","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4404","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4405","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4406","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4407","7,49,0x0",extinct,0,5,5,7,7,3
"5,10,0x4408","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4409","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x440a","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x440b","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x440c","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x440d","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x440e","7,10,0x4082820400",spaceship,3,5,5,7,7,5
"5,10,0x440f","7,49,0x0",extinct,0,5,5,7,7,4
"5,10,0x4410","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4411","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4412","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4413","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4414","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4415","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4416","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4417","7,31,0x38000",oscilator,2,5,5,7,7,4
"5,10,0x4418","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4419","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x441a","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x441b","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x441c","7,49,0x0",extinct,0,5,5,7,7,3
"5,10,0x441d","7,29,0xe0000",oscilator,2,5,5,7,7,4
"5,10,0x441e","7,49,0x0",extinct,0,5,5,7,7,4
"5,10,0x441f","7,30,0x1c2870000",spaceship,3,5,5,9,7,6
"5,10,0x4421","8,21,0x4040400",oscilator,2,5,5,6,8,4
"5,10,0x4422","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4423","8,21,0x40a0a0400",spaceship,2,5,5,7,8,4
"5,10,0x4424","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4425","8,48,0x0",extinct,0,5,5,6,8,3
"5,10,0x4426","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4427","8,21,0x40a120c00",stable,0,5,5,7,8,4
"5,10,0x4428","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4429","8,21,0x4040400",oscilator,2,5,5,6,8,4
"5,10,0x442a","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x442b","8,21,0x40a0a0400",spaceship,2,5,5,7,8,4
"5,10,0x442c","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x442d","8,48,0x0",extinct,0,5,5,6,8,3
"5,10,0x442e","7,49,0x0",extinct,0,5,5,7,7,4
"5,10,0x442f","8,29,0x6060000",stable,0,5,5,7,8,5
"5,10,0x4430","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4431","8,21,0x4040400",oscilator,2,5,5,6,8,4
"5,10,0x4432","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4433","8,21,0x40a0a0400",spaceship,2,5,5,7,8,4
"5,10,0x4434","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4435","8,48,0x0",extinct,0,5,5,6,8,3
"5,10,0x4436","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4437","8,20,0xc1a221c08",spaceship,2,5,5,7,8,4
"5,10,0x4438","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4439","8,21,0x4040400",oscilator,2,5,5,6,8,4
"5,10,0x443a","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x443b","8,21,0x40a0a0400",spaceship,2,5,5,7,8,4
"5,10,0x443c","7,29,0xe0000",oscilator,2,5,5,7,7,4
"5,10,0x443d","8,26,0x2050483000",stable,0,5,5,8,8,8
"5,10,0x443e","7,49,0x0",extinct,0,5,5,7,7,4
"5,10,0x443f","8,64,0x0",extinct,0,5,5,8,8,9
"5,10,0x4441","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4444","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4445","7,25,0x18300",stable,0,5,5,6,7,3
"5,10,0x4448","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4449","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x444c","7,16,0x1c2870000",spaceship,3,5,5,7,7,5
"5,10,0x444d","7,17,0x1830000",stable,0,5,5,6,7,5
"5,10,0x4450","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4451","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4454","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4455","7,18,0x41428200",spaceship,2,5,5,7,7,4
"5,10,0x4458","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4459","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x445c","7,24,0x1850400",stable,0,5,5,7,7,5
"5,10,0x445d","7,49,0x0",extinct,0,5,5,7,7,4
"5,10,0x4481","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4482","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4483","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4488","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4489","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x448a","7,16,0x1c2870000",spaceship,3,5,5,7,7,5
"5,10,0x448b","7,49,0x0",extinct,0,5,5,7,7,6
"5,10,0x4490","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4491","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4492","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4493","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4498","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4499","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x449a","7,49,0x0",extinct,0,5,5,7,7,6
"5,10,0x449b","7,17,0x82888a08",spaceship,2,5,5,7,7,4
"5,10,0x4501","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4502","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4503","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4504","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4505","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4506","7,16,0x1c2870000",spaceship,3,5,5,7,7,5
"5,10,0x4507","7,23,0x3050400",stable,0,5,5,7,7,5
"5,10,0x4510","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4511","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4512","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4513","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4514","7,22,0xc1800",stable,0,5,5,6,7,3
"5,10,0x4515","7,16,0x1050a0800",spaceship,2,5,5,7,7,4
"5,10,0x4516","7,16,0x3060000",stable,0,5,5,6,7,5
"5,10,0x4517","7,49,0x0",extinct,0,5,5,7,7,4
"5,10,0x4601","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4602","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4603","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4604","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4605","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4606","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4607","7,31,0x38000",oscilator,2,5,5,7,7,4
"5,10,0x4608","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4609","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x460a","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x460b","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x460c","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x460d","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x460e","7,49,0x0",extinct,0,5,5,7,7,4
"5,10,0x460f","7,49,0x0",extinct,0,5,5,7,7,4
"5,10,0x4610","8,18,0x20202000",oscilator,2,5,5,6,8,4
"5,10,0x4611","8,18,0x20202000",oscilator,2,5,5,6,8,4
"5,10,0x4612","8,18,0x20202000",oscilator,2,5,5,6,8,4
"5,10,0x4613","8,18,0x20202000",oscilator,2,5,5,6,8,4
"5,10,0x4614","8,48,0x0",extinct,0,5,5,6,8,3
"5,10,0x4615","8,48,0x0",extinct,0,5,5,6,8,3
"5,10,0x4616","8,48,0x0",extinct,0,5,5,6,8,3
"5,10,0x4617","8,29,0x40a120c00",stable,0,5,5,8,8,8
"5,10,0x4618","8,18,0x2050502000",spaceship,2,5,5,7,8,4
"5,10,0x4619","8,18,0x2050502000",spaceship,2,5,5,7,8,4
"5,10,0x461a","8,18,0x2050502000",spaceship,2,5,5,7,8,4
"5,10,0x461b","8,18,0x2050502000",spaceship,2,5,5,7,8,4
"5,10,0x461c","8,18,0x2050483000",stable,0,5,5,7,8,4
"5,10,0x461d","8,18,0x3058443810",spaceship,2,5,5,7,8,4
"5,10,0x461e","8,25,0x60600000",stable,0,5,5,7,8,5
"5,10,0x461f","8,64,0x0",extinct,0,5,5,8,8,9
"5,10,0x4801","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4805","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4809","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x480d","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,10,0x4811","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4815","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4819","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x481d","7,16,0x1050a0800",stable,0,5,5,7,7,5
"5,10,0x4821","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4824","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4825","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4828","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4829","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x482c","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,10,0x482d","7,24,0x30600",stable,0,5,5,6,7,3
"5,10,0x4830","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4831","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4834","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4835","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4838","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4839","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x483c","7,16,0x1050a0800",stable,0,5,5,7,7,5
"5,10,0x483d","8,10,0x384844641800",spaceship,2,5,5,7,8,7
"5,10,0x4881","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4889","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,10,0x4891","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4899","7,23,0x60c00",stable,0,5,5,6,7,3
"5,10,0x48a8","7,17,0x1848600",stable,0,5,5,6,7,5
"5,10,0x48b0","7,42,0x0",extinct,0,5,5,6,7,3
"5,10,0x48b8","7,42,0x0",extinct,0,5,5,6,7,4
"5,10,0x4901","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4905","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,10,0x4911","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4915","7,42,0x0",extinct,0,5,5,6,7,4
"5,10,0x4924","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,10,0x4934","7,42,0x0",extinct,0,5,5,6,7,4
"5,10,0x4a01","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4a05","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4a09","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4a0d","7,23,0x60c00",stable,0,5,5,6,7,3
"5,10,0x4a11","8,18,0x20202000",oscilator,2,5,5,6,8,4
"5,10,0x4a15","8,48,0x0",extinct,0,5,5,6,8,3
"5,10,0x4a19","8,18,0x2050502000",spaceship,2,5,5,7,8,4
"5,10,0x4a1d","8,25,0x60600000",stable,0,5,5,7,8,6
"5,10,0x4a2c","7,23,0x60c00",stable,0,5,5,6,7,3
"5,10,0x4a3c","8,25,0x60600000",stable,0,5,5,7,8,6
"5,10,0x4c01","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4c04","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4c05","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4c08","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4c09","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4c0c","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,10,0x4c0d","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4c10","7,42,0x0",extinct,0,5,5,6,7,1
"5,10,0x4c11","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4c14","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4c15","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4c18","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4c19","7,42,0x0",extinct,0,5,5,6,7,2
"5,10,0x4c1c","7,16,0x1050a0800",stable,0,5,5,7,7,5
"5,10,0x4c1d","7,16,0x1020a0810",spaceship,3,5,5,7,7,5
"5,10,0x4c21","8,13,0x40a0a0400",stable,0,5,5,6,8,4
"5,10,0x4c24","7,18,0xc18000",stable,0,5,5,6,7,3
"5,10,0x4c25","9,14,0xe010100000",spaceship,4,5,5,6,9,6
"5,10,0x4c28","7,18,0xc18000",stable,0,5,5,6,7,2
"5,10,0x4c29","8,13,0x40a0a0400",stable,0,5,5,6,8,4
"5,10,0x4c2c","7,42,0x0",extinct,0,5,5,6,7,6
"5,10,0x4c2d","9,6,0x2169b392671907010",spaceship,2,5,5,8,9,8
"5,10,0x4c30","7,18,0xc18000",stable,0,5,5,6,7,2
"5,10,0x4c31","8,13,0x40a0a0400",stable,0,5,5,6,8,4
