start_gameboard,end_gameboard,exit_criteria,periodicity,rows,cols,max_height,max_width,runs
"5,14,0x439","8,21,0x4040400",oscilator,2,5,5,6,8,4
"5,14,0x43a","7,42,0x0",extinct,0,5,5,6,7,2
"5,14,0x43b","8,21,0x40a0a0400",spaceship,2,5,5,7,8,4
"5,14,0x43c","7,49,0x0",extinct,0,5,5,7,7,4
"5,14,0x43d","9,21,0x80e0b0cc3c0e000",spaceship,6,5,5,9,9,12
"5,14,0x43e","7,29,0xe0000",oscilator,2,5,5,7,7,5
"5,14,0x43f","8,29,0x666600000",stable,0,5,5,8,8,5
"5,14,0x441","6,36,0x0",extinct,0,5,5,6,6,2
"5,14,0x442","6,36,0x0",extinct,0,5,5,6,6,2
"5,14,0x443","6,21,0x6180",stable,0,5,5,6,6,3
"5,14,0x444","6,36,0x0",extinct,0,5,5,6,6,2
"5,14,0x445","6,21,0x6180",stable,0,5,5,6,6,3
"5,14,0x448","6,36,0x0",extinct,0,5,5,6,6,1
"5,14,0x449","6,36,0x0",extinct,0,5,5,6,6,2
"5,14,0x44c","6,20,0xc300",stable,0,5,5,6,6,3
"5,14,0x44d","6,36,0x0",extinct,0,5,5,6,6,5
"5,14,0x450","7,42,0x0",extinct,0,5,5,6,7,1
"5,14,0x451","7,42,0x0",extinct,0,5,5,6,7,2
"5,14,0x454","7,42,0x0",extinct,0,5,5,6,7,2
"5,14,0x455","7,25,0x18300",stable,0,5,5,6,7,3
"5,14,0x458","7,42,0x0",extinct,0,5,5,6,7,1
"5,14,0x459","7,42,0x0",extinct,0,5,5,6,7,2
"5,14,0x45c","7,17,0x82890c00",stable,0,5,5,7,7,3
"5,14,0x45d","8,12,0x8367c6c1000",spaceship,4,5,5,7,8,8
"5,14,0x461","8,11,0x1c2222221c00",spaceship,3,5,5,7,8,7
"5,14,0x481","6,36,0x0",extinct,0,5,5,6,6,2
"5,14,0x482","6,36,0x0",extinct,0,5,5,6,6,2
"5,14,0x483","6,36,0x0",extinct,0,5,5,6,6,2
"5,14,0x484","6,36,0x0",extinct,0,5,5,6,6,2
"5,14,0x485","6,36,0x0",extinct,0,5,5,6,6,2
"5,14,0x486","6,20,0xc300",stable,0,5,5,6,6,3
"5,14,0x487","6,25,0x414600",spaceship,4,5,5,8,6,6
"5,14,0x488","6,36,0x0",extinct,0,5,5,6,6,1
"5,14,0x489","6,36,0x0",extinct,0,5,5,6,6,2
"5,14,0x48a","6,20,0xc300",stable,0,5,5,6,6,3
"5,14,0x48b","6,20,0xc300",stable,0,5,5,6,6,4
"5,14,0x490","7,42,0x0",extinct,0,5,5,6,7,1
"5,14,0x491","7,42,0x0",extinct,0,5,5,6,7,2
"5,14,0x492","7,42,0x0",extinct,0,5,5,6,7,2
"5,14,0x493","7,42,0x0",extinct,0,5,5,6,7,2
"5,14,0x498","7,42,0x0",extinct,0,5,5,6,7,2
"5,14,0x499","7,42,0x0",extinct,0,5,5,6,7,3
"5,14,0x49a","7,42,0x0",extinct,0,5,5,6,7,5
"5,14,0x49b","7,49,0x0",extinct,0,5,5,7,7,5
"5,14,0x4a1","8,11,0x1c2222221c00",spaceship,3,5,5,7,8,9
"5,14,0x4a2","6,36,0x0",extinct,0,5,5,6,6,3
"5,14,0x4a3","8,29,0x4020e00",spaceship,4,5,5,7,8,6
"5,14,0x501","6,36,0x0",extinct,0,5,5,6,6,1
"5,14,0x502","6,36,0x0",extinct,0,5,5,6,6,1
"5,14,0x503","6,36,0x0",extinct,0,5,5,6,6,2
"5,14,0x504","6,36,0x0",extinct,0,5,5,6,6,1
"5,14,0x505","6,36,0x0",extinct,0,5,5,6,6,2
"5,14,0x506","6,20,0xc300",stable,0,5,5,6,6,3
"5,14,0x507","6,25,0x414600",spaceship,4,5,5,8,6,6
"5,14,0x508","6,36,0x0",extinct,0,5,5,6,6,1
"5,14,0x509","6,36,0x0",extinct,0,5,5,6,6,1
"5,14,0x50a","6,36,0x0",extinct,0,5,5,6,6,2
"5,14,0x50b","6,14,0x312300",stable,0,5,5,6,6,5
"5,14,0x50c","6,19,0x18600",stable,0,5,5,6,6,2
"5,14,0x50d","6,36,0x0",extinct,0,5,5,6,6,5
"5,14,0x50e","7,29,0x40a1800",spaceship,4,5,5,8,7,6
"5,14,0x50f","7,16,0xe224488e00",spaceship,3,5,5,8,7,7
"5,14,0x510","7,42,0x0",extinct,0,5,5,6,7,1
"5,14,0x511","7,42,0x0",extinct,0,5,5,6,7,1
"5,14,0x512","7,42,0x0",extinct,0,5,5,6,7,1
"5,14,0x513","7,42,0x0",extinct,0,5,5,6,7,2
"5,14,0x514","7,42,0x0",extinct,0,5,5,6,7,2
"5,14,0x515","7,42,0x0",extinct,0,5,5,6,7,3
"5,14,0x516","7,42,0x0",extinct,0,5,5,6,7,5
"5,14,0x517","7,49,0x0",extinct,0,5,5,7,7,4
"5,14,0x521","7,18,0x810200",oscilator,2,5,5,6,7,4
"5,14,0x522","6,36,0x0",extinct,0,5,5,6,6,2
"5,14,0x523","7,18,0x41428200",spaceship,2,5,5,7,7,4
"5,14,0x524","6,36,0x0",extinct,0,5,5,6,6,2
"5,14,0x525","7,42,0x0",extinct,0,5,5,6,7,3
"5,14,0x526","6,20,0xc300",stable,0,5,5,6,6,4
"5,14,0x527","7,17,0x38dab4448e00",spaceship,2,5,5,9,7,6
"5,14,0x601","7,42,0x0",extinct,0,5,5,6,7,1
"5,14,0x602","7,42,0x0",extinct,0,5,5,6,7,1
"5,14,0x603","7,42,0x0",extinct,0,5,5,6,7,2
"5,14,0x604","7,42,0x0",extinct,0,5,5,6,7,1
"5,14,0x605","7,42,0x0",extinct,0,5,5,6,7,2
"5,14,0x606","7,42,0x0",extinct,0,5,5,6,7,2
"5,14,0x607","7,49,0x0",extinct,0,5,5,7,7,3
"5,14,0x608","7,42,0x0",extinct,0,5,5,6,7,1
"5,14,0x609","7,42,0x0",extinct,0,5,5,6,7,1
"5,14,0x60a","7,42,0x0",extinct,0,5,5,6,7,1
"5,14,0x60b","7,42,0x0",extinct,0,5,5,6,7,2
"5,14,0x60c","7,42,0x0",extinct,0,5,5,6,7,2
"5,14,0x60d","7,42,0x0",extinct,0,5,5,6,7,3
"5,14,0x60e","7,49,0x0",extinct,0,5,5,7,7,5
"5,14,0x60f","7,49,0x0",extinct,0,5,5,7,7,4
"5,14,0x610","7,42,0x0",extinct,0,5,5,6,7,1
"5,14,0x611","7,42,0x0",extinct,0,5,5,6,7,1
"5,14,0x612","7,42,0x0",extinct,0,5,5,6,7,1
"5,14,0x613","7,42,0x0",extinct,0,5,5,6,7,2
"5,14,0x614","7,42,0x0",extinct,0,5,5,6,7,2
"5,14,0x615","7,42,0x0",extinct,0,5,5,6,7,3
"5,14,0x616","7,42,0x0",extinct,0,5,5,6,7,3
"5,14,0x617","8,19,0x1c2222221c00",spaceship,3,5,5,8,8,10
"5,14,0x618","7,22,0xc1800",stable,0,5,5,6,7,2
"5,14,0x619","7,22,0xc1800",stable,0,5,5,6,7,2
"5,14,0x61a","7,22,0xc1800",stable,0,5,5,6,7,2
"5,14,0x61b","7,16,0x1050a0800",spaceship,2,5,5,7,7,4
"5,14,0x61c","8,26,0x30483000",stable,0,5,5,7,8,5
"5,14,0x61d","8,18,0x384444443800",spaceship,3,5,5,8,8,8
"5,14,0x61e","8,18,0x384444443800",spaceship,3,5,5,8,8,7
"5,14,0x61f","9,11,0x1c1e198581c04000",spaceship,6,5,5,8,9,13
"5,14,0x621","8,21,0x4040400",oscilator,2,5,5,6,8,4
"5,14,0x622","7,42,0x0",extinct,0,5,5,6,7,2
"5,14,0x623","8,21,0x40a0a0400",spaceship,2,5,5,7,8,4
"5,14,0x624","7,42,0x0",extinct,0,5,5,6,7,2
"5,14,0x625","8,48,0x0",extinct,0,5,5,6,8,3
"5,14,0x626","7,42,0x0",extinct,0,5,5,6,7,2
"5,14,0x627","8,21,0x40a120c00",stable,0,5,5,7,8,4
"5,14,0x628","7,42,0x0",extinct,0,5,5,6,7,1
"5,14,0x629","8,21,0x4040400",oscilator,2,5,5,6,8,4
"5,14,0x62a","7,42,0x0",extinct,0,5,5,6,7,2
"5,14,0x62b","8,21,0x40a0a0400",spaceship,2,5,5,7,8,4
"5,14,0x62c","7,42,0x0",extinct,0,5,5,6,7,3
"5,14,0x62d","8,48,0x0",extinct,0,5,5,6,8,3
"5,14,0x62e","7,56,0x0",extinct,0,5,5,8,7,5
"5,14,0x62f","8,29,0x6060000",stable,0,5,5,7,8,5
"5,13,0x801","6,36,0x0",extinct,0,5,5,6,6,1
"5,13,0x803","6,36,0x0",extinct,0,5,5,6,6,2
"5,13,0x805","6,36,0x0",extinct,0,5,5,6,6,2
"5,13,0x809","6,36,0x0",extinct,0,5,5,6,6,1
"5,13,0x80d","6,36,0x0",extinct,0,5,5,6,6,2
"5,13,0x811","7,42,0x0",extinct,0,5,5,6,7,1
"5,13,0x815","7,42,0x0",extinct,0,5,5,6,7,2
"5,13,0x819","7,42,0x0",extinct,0,5,5,6,7,1
"5,13,0x81d","7,16,0x1848a0800",stable,0,5,5,7,7,5
"5,13,0x821","6,36,0x0",extinct,0,5,5,6,6,2
"5,13,0x822","6,36,0x0",extinct,0,5,5,6,6,2
"5,13,0x823","6,21,0x6180",stable,0,5,5,6,6,3
"5,13,0x824","6,36,0x0",extinct,0,5,5,6,6,2
"5,13,0x825","6,36,0x0",extinct,0,5,5,6,6,2
"5,13,0x828","6,36,0x0",extinct,0,5,5,6,6,1
"5,13,0x829","6,36,0x0",extinct,0,5,5,6,6,2
"5,13,0x82c","6,36,0x0",extinct,0,5,5,6,6,2
"5,13,0x82d","6,36,0x0",extinct,0,5,5,6,6,3
"5,13,0x830","7,42,0x0",extinct,0,5,5,6,7,1
"5,13,0x831","7,42,0x0",extinct,0,5,5,6,7,2
"5,13,0x834","7,42,0x0",extinct,0,5,5,6,7,2
"5,13,0x835","7,42,0x0",extinct,0,5,5,6,7,2
"5,13,0x838","7,42,0x0",extinct,0,5,5,6,7,1
"5,13,0x839","7,42,0x0",extinct,0,5,5,6,7,2
"5,13,0x83c","7,16,0x1848a0800",stable,0,5,5,7,7,5
"5,13,0x83d","8,10,0x384844641800",spaceship,2,5,5,7,8,7
"5,13,0x841","6,36,0x0",extinct,0,5,5,6,6,2
"5,13,0x843","6,15,0x428a100",spaceship,2,5,5,7,6,4
"5,13,0x862","7,9,0xe224488e00",spaceship,3,5,5,7,7,7
"5,13,0x881","6,36,0x0",extinct,0,5,5,6,6,2
"5,13,0x885","6,36,0x0",extinct,0,5,5,6,6,2
"5,13,0x889","6,36,0x0",extinct,0,5,5,6,6,2
"5,13,0x891","7,42,0x0",extinct,0,5,5,6,7,2
"5,13,0x899","7,16,0x3090c00",stable,0,5,5,6,7,5
"5,13,0x8a1","6,36,0x0",extinct,0,5,5,6,6,3
"5,13,0x8a4","6,36,0x0",extinct,0,5,5,6,6,3
"5,13,0x8a8","6,14,0x30c000",stable,0,5,5,6,6,3
"5,13,0x8b0","7,42,0x0",extinct,0,5,5,6,7,2
"5,13,0x8b8","7,42,0x0",extinct,0,5,5,6,7,4
"5,13,0x901","6,36,0x0",extinct,0,5,5,6,6,1
"5,13,0x905","6,36,0x0",extinct,0,5,5,6,6,2
"5,13,0x909","6,36,0x0",extinct,0,5,5,6,6,2
"5,13,0x90d","6,19,0x18600",stable,0,5,5,6,6,4
"5,13,0x911","7,42,0x0",extinct,0,5,5,6,7,1
"5,13,0x915","7,16,0x3090c00",stable,0,5,5,6,7,5
"5,13,0x921","6,36,0x0",extinct,0,5,5,6,6,2
"5,13,0x924","6,36,0x0",extinct,0,5,5,6,6,2
"5,13,0x925","6,36,0x0",extinct,0,5,5,6,6,3
"5,13,0x92c","6,19,0x18600",stable,0,5,5,6,6,4
"5,13,0x934","7,16,0x3090c00",stable,0,5,5,6,7,5
"5,13,0xa01","7,42,0x0",extinct,0,5,5,6,7,1
"5,13,0xa05","7,42,0x0",extinct,0,5,5,6,7,2
"5,13,0xa09","7,42,0x0",extinct,0,5,5,6,7,1
"5,13,0xa0d","7,16,0x3090c00",stable,0,5,5,6,7,5
"5,13,0xa11","7,42,0x0",extinct,0,5,5,6,7,1
"5,13,0xa15","7,42,0x0",extinct,0,5,5,6,7,3
"5,13,0xa19","7,22,0xc1800",stable,0,5,5,6,7,2
"5,13,0xa1d","8,34,0x20c06000",spaceship,4,5,5,8,8,7
"5,13,0xa21","7,42,0x0",extinct,0,5,5,6,7,2
"5,13,0xa24","7,42,0x0",extinct,0,5,5,6,7,2
"5,13,0xa25","7,42,0x0",extinct,0,5,5,6,7,2
"5,13,0xa28","7,42,0x0",extinct,0,5,5,6,7,1
"5,13,0xa29","7,42,0x0",extinct,0,5,5,6,7,2
"5,13,0xa2c","7,16,0x3090c00",stable,0,5,5,6,7,5
"5,13,0xa2d","7,42,0x0",extinct,0,5,5,6,7,6
"5,13,0xa3c","8,34,0x20c06000",spaceship,4,5,5,8,8,7
"5,13,0xc01","6,36,0x0",extinct,0,5,5,6,6,2
"5,13,0xc02","6,36,0x0",extinct,0,5,5,6,6,2
"5,13,0xc03","6,36,0x0",extinct,0,5,5,6,6,1
"5,13,0xc04","6,36,0x0",extinct,0,5,5,6,6,2
"5,13,0xc05","6,36,0x0",extinct,0,5,5,6,6,2
"5,13,0xc08","6,36,0x0",extinct,0,5,5,6,6,1
"5,13,0xc09","6,36,0x0",extinct,0,5,5,6,6,2
"5,13,0xc0c","6,36,0x0",extinct,0,5,5,6,6,2
"5,13,0xc0d","6,36,0x0",extinct,0,5,5,6,6,2
"5,13,0xc10","7,42,0x0",extinct,0,5,5,6,7,1
"5,13,0xc11","7,42,0x0",extinct,0,5,5,6,7,2
"5,13,0xc14","7,42,0x0",extinct,0,5,5,6,7,2
"5,13,0xc15","7,42,0x0",extinct,0,5,5,6,7,2
"5,13,0xc18","7,42,0x0",extinct,0,5,5,6,7,1
"5,13,0xc19","7,42,0x0",extinct,0,5,5,6,7,2
"5,13,0xc1c","7,16,0x1848a0800",stable,0,5,5,7,7,5
"5,13,0xc1d","7,16,0x1050a0800",stable,0,5,5,7,7,5
"5,13,0xc21","7,11,0x41428200",stable,0,5,5,6,7,4
"5,13,0xc22","6,15,0x186000",stable,0,5,5,6,6,3
"5,13,0xc23","7,42,0x0",extinct,0,5,5,6,7,4
"5,13,0xc24","6,15,0x186000",stable,0,5,5,6,6,3
"5,13,0xc25","8,12,0xe02040000",spaceship,4,5,5,6,8,6
"5,13,0xc28","6,15,0x186000",stable,0,5,5,6,6,2
"5,13,0xc29","7,11,0x41428200",stable,0,5,5,6,7,4
"5,13,0xc2c","6,15,0x186000",stable,0,5,5,6,6,4
"5,13,0xc2d","9,12,0x1c1110482411107000",spaceship,3,5,5,9,9,9
"5,13,0xc30","7,18,0xc18000",stable,0,5,5,6,7,2
"5,13,0xc31","8,13,0x40a0a0400",stable,0,5,5,6,8,4
"5,13,0xc34","7,18,0xc18000",stable,0,5,5,6,7,3
"5,13,0xc35","9,14,0xe010100000",spaceship,4,5,5,6,9,6
"5,13,0xc38","7,18,0xc18000",stable,0,5,5,6,7,2
"5,13,0xc39","8,13,0x40a0a0400",stable,0,5,5,6,8,4
"5,13,0xc3c","12,6,0x200700d80cc1c40c6036008000000000000",spaceship,2,5,5,12,12,24
"5,13,0xc3d","13,35,0xc0db06c064041840c0a8068001008804801c0000",spaceship,12,5,5,15,13,21
"5,13,0xc41","6,15,0x186000",stable,0,5,5,6,6,3
"5,13,0xc42","6,9,0x428a100",stable,0,5,5,6,6,4
"5,13,0xc43","6,36,0x0",extinct,0,5,5,6,6,4
"5,13,0xc81","6,36,0x0",extinct,0,5,5,6,6,2
"5,13,0xc84","6,36,0x0",extinct,0,5,5,6,6,2
"5,13,0xc85","6,15,0x10a100",stable,0,5,5,6,6,2
"5,13,0xc88","6,14,0x30c000",stable,0,5,5,6,6,3
"5,13,0xc89","6,36,0x0",extinct,0,5,5,6,6,3
"5,13,0xc90","7,42,0x0",extinct,0,5,5,6,7,2
"5,13,0xc91","7,42,0x0",extinct,0,5,5,6,7,2
"5,13,0xc98","7,42,0x0",extinct,0,5,5,6,7,4
"5,13,0xc99","7,42,0x0",extinct,0,5,5,6,7,4
"5,13,0xca1","8,12,0xe02040000",spaceship,4,5,5,6,8,6
"5,13,0xd01","6,36,0x0",extinct,0,5,5,6,6,2
"5,13,0xd04","6,36,0x0",extinct,0,5,5,6,6,2
"5,13,0xd05","6,36,0x0",extinct,0,5,5,6,6,2
"5,13,0xd08","6,36,0x0",extinct,0,5,5,6,6,2
"5,13,0xd09","6,15,0x104100",oscilator,2,5,5,6,6,4
"5,13,0xd0c","6,19,0x18600",stable,0,5,5,6,6,4
"5,13,0xd0d","6,19,0x18600",stable,0,5,5,6,6,3
"5,13,0xd10","7,42,0x0",extinct,0,5,5,6,7,1
"5,13,0xd11","7,42,0x0",extinct,0,5,5,6,7,2
"5,13,0xd14","7,16,0x3090c00",stable,0,5,5,6,7,5
"5,13,0xd15","7,23,0x60c00",stable,0,5,5,6,7,3
"5,13,0xd21","7,11,0x41428200",stable,0,5,5,6,7,4
"5,13,0xd24","6,15,0x186000",stable,0,5,5,6,6,4
"5,13,0xd25","9,12,0x1c1110482411107000",spaceship,3,5,5,9,9,9
"5,13,0xe01","7,42,0x0",extinct,0,5,5,6,7,2
"5,13,0xe04","7,42,0x0",extinct,0,5,5,6,7,2
"5,13,0xe05","7,42,0x0",extinct,0,5,5,6,7,2
"5,13,0xe08","7,42,0x0",extinct,0,5,5,6,7,1
"5,13,0xe09","7,42,0x0",extinct,0,5,5,6,7,2
"5,13,0xe0c","7,16,0x3090c00",stable,0,5,5,6,7,5
"5,13,0xe0d","7,23,0x60c00",stable,0,5,5,6,7,3
"5,13,0xe10","7,42,0x0",extinct,0,5,5,6,7,1
"5,13,0xe11","7,42,0x0",extinct,0,5,5,6,7,2
"5,13,0xe14","7,42,0x0",extinct,0,5,5,6,7,3
"5,13,0xe15","7,42,0x0",extinct,0,5,5,6,7,2
"5,13,0xe18","7,22,0xc1800",stable,0,5,5,6,7,2
"5,13,0xe19","7,16,0x1050a0800",spaceship,2,5,5,7,7,4
"5,13,0xe1c","8,34,0x20c06000",spaceship,4,5,5,8,8,7
"5,13,0xe1d","8,33,0x40506000",spaceship,4,5,5,8,8,6
"5,13,0xe21","8,13,0x40a0a0400",stable,0,5,5,6,8,4
"5,13,0xe24","7,18,0xc18000",stable,0,5,5,6,7,3
"5,13,0xe25","9,14,0xe010100000",spaceship,4,5,5,6,9,6
"5,13,0xe28","7,18,0xc18000",stable,0,5,5,6,7,2
"5,13,0xe29","8,13,0x40a0a0400",stable,0,5,5,6,8,4
"5,13,0xe2c","8,11,0x18042201223c00",spaceship,5,5,5,8,8,9
"5,13,0xe2d","9,15,0x4020100000",oscilator,2,5,5,6,9,8
"5,12,0x1001","6,36,0x0",extinct,0,5,5,6,6,1
"5,12,0x1003","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x1005","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x1007","6,42,0x0",extinct,0,5,5,7,6,3
"5,12,0x1009","6,36,0x0",extinct,0,5,5,6,6,1
"5,12,0x100b","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x1011","7,42,0x0",extinct,0,5,5,6,7,1
"5,12,0x1013","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1019","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x101b","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,12,0x1021","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x1022","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x1023","6,21,0x6180",stable,0,5,5,6,6,3
"5,12,0x1024","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x1025","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x1026","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x1027","7,33,0x428300",spaceship,4,5,5,8,7,6
"5,12,0x1028","6,36,0x0",extinct,0,5,5,6,6,1
"5,12,0x1029","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x102a","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x102b","6,21,0x6180",stable,0,5,5,6,6,4
"5,12,0x1030","7,42,0x0",extinct,0,5,5,6,7,1
"5,12,0x1031","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1032","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1033","7,25,0x18300",stable,0,5,5,6,7,3
"5,12,0x1038","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1039","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x103a","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,12,0x103b","7,49,0x0",extinct,0,5,5,7,7,6
"5,12,0x1041","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x1045","6,20,0xc300",stable,0,5,5,6,6,3
"5,12,0x1049","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x1051","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1059","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,12,0x1064","7,9,0xe224488e00",spaceship,3,5,5,7,7,8
"5,12,0x1068","6,14,0x30c000",stable,0,5,5,6,6,3
"5,12,0x1070","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1078","7,17,0x1848600",stable,0,5,5,6,7,5
"5,12,0x1081","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x1083","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x1085","6,36,0x0",extinct,0,5,5,6,6,3
"5,12,0x1087","6,14,0x8512300",stable,0,5,5,7,6,4
"5,12,0x10a2","6,36,0x0",extinct,0,5,5,6,6,3
"5,12,0x10a6","7,23,0x2081c00",spaceship,4,5,5,7,7,6
"5,12,0x1101","6,36,0x0",extinct,0,5,5,6,6,1
"5,12,0x1103","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x1109","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x110b","6,36,0x0",extinct,0,5,5,6,6,3
"5,12,0x1111","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1113","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,12,0x1121","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x1122","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x1123","6,21,0x6180",stable,0,5,5,6,6,4
"5,12,0x112a","6,36,0x0",extinct,0,5,5,6,6,3
"5,12,0x1132","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,12,0x1201","7,42,0x0",extinct,0,5,5,6,7,1
"5,12,0x1203","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1209","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x120b","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,12,0x1211","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1213","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1219","7,22,0xc1800",stable,0,5,5,6,7,3
"5,12,0x121b","7,49,0x0",extinct,0,5,5,7,7,6
"5,12,0x1221","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1222","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1223","7,25,0x18300",stable,0,5,5,6,7,3
"5,12,0x1228","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1229","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x122a","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,12,0x122b","7,49,0x0",extinct,0,5,5,7,7,6
"5,12,0x123a","7,49,0x0",extinct,0,5,5,7,7,6
"5,12,0x1401","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x1402","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x1403","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x1404","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x1405","6,36,0x0",extinct,0,5,5,6,6,1
"5,12,0x1406","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x1407","6,15,0x410a104",spaceship,3,5,5,7,6,5
"5,12,0x1408","6,36,0x0",extinct,0,5,5,6,6,1
"5,12,0x1409","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x140a","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x140b","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x1410","7,42,0x0",extinct,0,5,5,6,7,1
"5,12,0x1411","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1412","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1413","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1418","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1419","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x141a","7,17,0x1020400",oscilator,2,5,5,6,7,4
"5,12,0x141b","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1421","7,42,0x0",extinct,0,5,5,6,7,3
"5,12,0x1422","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x1423","8,29,0x4020e00",spaceship,4,5,5,7,8,6
"5,12,0x1424","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x1425","8,11,0x1c2222221c00",spaceship,3,5,5,7,8,9
"5,12,0x1426","6,15,0x10a100",stable,0,5,5,6,6,2
"5,12,0x1427","7,17,0xc2448600",stable,0,5,5,7,7,3
"5,12,0x1428","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x1429","7,42,0x0",extinct,0,5,5,6,7,3
"5,12,0x142a","6,36,0x0",extinct,0,5,5,6,6,3
"5,12,0x142b","9,12,0x1c1110482411107000",spaceship,3,5,5,9,9,9
"5,12,0x1430","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1431","8,48,0x0",extinct,0,5,5,6,8,3
"5,12,0x1432","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1433","9,33,0x20081c00",spaceship,4,5,5,7,9,6
"5,12,0x1438","7,42,0x0",extinct,0,5,5,6,7,3
"5,12,0x1439","8,48,0x0",extinct,0,5,5,6,8,3
"5,12,0x143a","7,17,0x1830000",stable,0,5,5,6,7,3
"5,12,0x143b","9,4,0x80e0c8cec9364b404",spaceship,2,5,5,8,9,8
"5,12,0x1441","6,15,0x186000",stable,0,5,5,6,6,3
"5,12,0x1444","6,14,0x30c000",stable,0,5,5,6,6,3
"5,12,0x1445","6,15,0x10a100",stable,0,5,5,6,6,2
"5,12,0x1448","6,14,0x30c000",stable,0,5,5,6,6,3
"5,12,0x1449","6,14,0xe28e000",spaceship,3,5,5,7,6,5
"5,12,0x1450","7,42,0x0",extinct,0,5,5,6,7,2
"5,12,0x1451","7,18,0xc18000",stable,0,5,5,6,7,3
"5,12,0x1458","7,17,0x1848600",stable,0,5,5,6,7,5
"5,12,0x1459","7,42,0x0",extinct,0,5,5,6,7,4
"5,12,0x1481","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x1482","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x1483","6,15,0x10a100",stable,0,5,5,6,6,2
"5,12,0x1484","6,36,0x0",extinct,0,5,5,6,6,3
"5,12,0x1485","7,9,0xe224488e00",spaceship,3,5,5,7,7,9
"5,12,0x1486","7,23,0x2081c00",spaceship,4,5,5,7,7,6
"5,12,0x1487","6,14,0xc492300",stable,0,5,5,7,6,3
"5,12,0x1501","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x1502","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x1503","6,36,0x0",extinct,0,5,5,6,6,2
"5,12,0x1508","6,36,0x0",extinct,0,5,5,6,6,2
