start_gameboard,end_gameboard,exit_criteria,periodicity,rows,cols,max_height,max_width,runs
"(5, 5):(0, 0)|(5, 5):2:0x7dd9df","(28, 25):(0, 0)|(28, 25):13:0x60000050000010000000000000000000000000000000003000001ad000033c000011800020400000a000007000003000005c0c00cb1780006040001f200004a00000e00000a000011800018800008000002400001c00",survival,0,5,5,28,25,99
"(5, 5):(0, 0)|(5, 5):2:0x7dd9f7","(42, 14):(0, 0)|(42, 14):5:0x60018000000000000000000052024c04b816305001720a3868e120090010004800e00000000000000000000c0060004000000000001800500000030180070002000005100c00360020",survival,0,5,5,42,14,99
"(5, 5):(0, 0)|(5, 5):2:0x7dd9fb","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):2:0x7dd9fd","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,9
"(5, 5):(0, 0)|(5, 5):2:0x7dd9fe","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,9
"(5, 5):(0, 0)|(5, 5):2:0x7dda7f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,8
"(5, 5):(0, 0)|(5, 5):2:0x7ddabf","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,8
"(5, 5):(0, 0)|(5, 5):2:0x7ddadf","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,13
"(5, 5):(0, 0)|(5, 5):2:0x7ddaef","(20, 25):(0, 0)|(20, 25):10:0x3000002400000200001000000b00000380e0003070003006800c1b630300718040c800e44000220000002000009000004000001000001400000d0000010",survival,0,5,5,20,25,99
"(5, 5):(0, 0)|(5, 5):2:0x7ddaf7","(10, 17):(0, 0)|(10, 17):7:0x400070003400000000180097c528e10000e6000ca",survival,0,5,5,10,17,99
"(5, 5):(0, 0)|(5, 5):2:0x7ddafb","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,8
"(5, 5):(0, 0)|(5, 5):2:0x7ddafd","(21, 33):(0, 0)|(21, 33):12:0x101000001b6c000009b2000007df0000030180000036000080110020c41541185a0280b41809480c1f85143f3bc3061ef200000096800000b34000005840000010000000000000000000000000001800c0000c38600",survival,0,5,5,21,33,99
"(5, 5):(0, 0)|(5, 5):2:0x7ddafe","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,28
"(5, 5):(0, 0)|(5, 5):2:0x7ddb3f","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,51
"(5, 5):(0, 0)|(5, 5):2:0x7ddb5f","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,7
"(5, 5):(0, 0)|(5, 5):2:0x7ddb6f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):2:0x7ddb77","(3, 3):(0, 0)|(3, 3):0:0x15a",spaceship,4,5,5,3,3,14
"(5, 5):(0, 0)|(5, 5):2:0x7ddb7b","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,14
"(5, 5):(0, 0)|(5, 5):2:0x7ddb7d","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,15
"(5, 5):(0, 0)|(5, 5):2:0x7ddb7e","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):2:0x7ddb9f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,12
"(5, 5):(0, 0)|(5, 5):2:0x7ddbaf","(51, 18):(0, 0)|(51, 18):3:0x6000200011c004f8018300018018000000002000700000000000000000c0003000000000000000000000000100003000180000000000000000000030000c000000000001c180006000000000000030000c0e0002c00010001000114008d00174601614040000b8000ad001b0006c000e00010",survival,0,5,5,51,18,99
"(5, 5):(0, 0)|(5, 5):2:0x7ddbb7","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,16
"(5, 5):(0, 0)|(5, 5):2:0x7ddbbb","(4, 4):(0, 0)|(4, 4):1:0x69a4",stable,0,5,5,4,4,12
"(5, 5):(0, 0)|(5, 5):2:0x7ddbbd","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,7
"(5, 5):(0, 0)|(5, 5):2:0x7ddbbe","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):2:0x7ddbcf","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,27
"(5, 5):(0, 0)|(5, 5):2:0x7ddbd7","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,57
"(5, 5):(0, 0)|(5, 5):2:0x7ddbdb","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,5,5,4,4,9
"(5, 5):(0, 0)|(5, 5):2:0x7ddbdd","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):2:0x7ddbe7","(37, 25):(0, 0)|(37, 25):10:0x7000004800002400000f0000018000002000002000001000000000000000000000000000000000000000000000000000000003000001800000000000000001c180000040000000000081800303c000b18000e0000040000000007001200000900000f40000c000006000001e0000070000010",survival,0,5,5,37,25,99
"(5, 5):(0, 0)|(5, 5):2:0x7ddbeb","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):2:0x7ddbed","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,5,5,4,4,9
"(5, 5):(0, 0)|(5, 5):2:0x7ddbee","(51, 18):(0, 0)|(51, 18):3:0x6000200011c004f8018300018018000000002000700000000000000000c0003000000000000000000000000100003000180000000000000000000030000c000000000001c180006000000000000030000c0e0002c00010001000114008d00174601614040000b8000ad001b0006c000e00010",survival,0,5,5,51,18,99
"(5, 5):(0, 0)|(5, 5):2:0x7ddbf3","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,57
"(5, 5):(0, 0)|(5, 5):2:0x7ddbf5","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,14
"(5, 5):(0, 0)|(5, 5):2:0x7ddbf6","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,57
"(5, 5):(0, 0)|(5, 5):2:0x7ddbf9","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,5,5,4,4,9
"(5, 5):(0, 0)|(5, 5):2:0x7ddbfa","(4, 4):(0, 0)|(4, 4):1:0x69a4",stable,0,5,5,4,4,12
"(5, 5):(0, 0)|(5, 5):2:0x7ddbfc","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):2:0x7ddc7f","(22, 25):(0, 0)|(22, 25):8:0x3800003e00002e800000c00000c00001c00003c00002c0000d40000fe00008694003e52000e0800009020404758501ae82401680c0198000388000108000048000038000",survival,0,5,5,22,25,99
"(5, 5):(0, 0)|(5, 5):2:0x7ddcbf","(22, 25):(0, 0)|(22, 25):8:0x3800003e00002e800000c00000c00001c00003c00002c0000d40000fe00008694003e52000e0800009020404758501ae82401680c0198000388000108000048000038000",survival,0,5,5,22,25,99
"(5, 5):(0, 0)|(5, 5):2:0x7ddcdf","(32, 35):(0, 0)|(32, 35):32:0xe00000000400001801000003000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000300000000600000000000000000000000000000000000000000000800c0000200340000600484400c1db18a0302642830004100361c064004c46030006314000000030000000040000",survival,0,5,5,32,35,99
"(5, 5):(0, 0)|(5, 5):2:0x7ddcf7","(3, 10):(0, 0)|(3, 10):7:0x700380",oscillator,2,5,5,3,10,10
"(5, 5):(0, 0)|(5, 5):2:0x7ddcfb","(4, 10):(0, 0)|(4, 10):7:0x198590980",stable,0,5,5,4,10,8
"(5, 5):(0, 0)|(5, 5):2:0x7ddcfd","(5, 2):(0, 0)|(5, 2):0:0x3cf",stable,0,5,5,5,2,31
"(5, 5):(0, 0)|(5, 5):2:0x7ddcfe","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,6
"(5, 5):(0, 0)|(5, 5):2:0x7ddd3f","(19, 31):(0, 0)|(19, 31):19:0x20000000bfc000010061c061fa6000c0848000000600000000000000000000000000000003c000000ec000001980000000c0000001c0000020800000230000000e0000001800000",survival,0,5,5,19,31,99
"(5, 5):(0, 0)|(5, 5):2:0x7ddd5f","(13, 9):(0, 0)|(13, 9):3:0x20281404000038000000604814040",oscillator,2,5,5,13,9,24
"(5, 5):(0, 0)|(5, 5):2:0x7ddd77","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,14
"(5, 5):(0, 0)|(5, 5):2:0x7ddd7b","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,29
"(5, 5):(0, 0)|(5, 5):2:0x7ddd7d","(22, 13):(0, 0)|(22, 13):4:0x3002400c0000000000000000000001800c00000000003001e0028008000000018012006",stable,0,5,5,22,13,76
"(5, 5):(0, 0)|(5, 5):2:0x7ddd7e","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,24
"(5, 5):(0, 0)|(5, 5):2:0x7ddd9f","(14, 10):(0, 0)|(14, 10):2:0x200802000000000c0300000000008350d80",oscillator,2,5,5,14,10,42
"(5, 5):(0, 0)|(5, 5):2:0x7dddb7","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,34
"(5, 5):(0, 0)|(5, 5):2:0x7dddbb","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,29
"(5, 5):(0, 0)|(5, 5):2:0x7dddbd","(16, 38):(0, 0)|(16, 38):25:0x6000000001840000000018000001802500000600e400000100100000070080000004240000604000000181600070000000084003800062000000030000000004800000060c00000018",survival,0,5,5,16,38,99
"(5, 5):(0, 0)|(5, 5):2:0x7dddbe","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,22
"(5, 5):(0, 0)|(5, 5):2:0x7dddd7","(12, 19):(0, 0)|(12, 19):1:0x6000140001000000000000000000000010000500006000c0002800020",stable,0,5,5,12,19,66
"(5, 5):(0, 0)|(5, 5):2:0x7ddddb","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):2:0x7ddddd","(32, 35):(0, 0)|(32, 35):0:0xe000000010000000010030000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000600000000c00000000000000000000000000000000000000180080000580080000900300001b706004413206028c1040018281301c3600180c464000014630000018000000010000",survival,0,5,5,32,35,99
"(5, 5):(0, 0)|(5, 5):2:0x7dddde","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,12
"(5, 5):(0, 0)|(5, 5):2:0x7dddf3","(4, 10):(0, 0)|(4, 10):7:0x198590980",stable,0,5,5,4,10,8
"(5, 5):(0, 0)|(5, 5):2:0x7dddf5","(3, 3):(0, 0)|(3, 3):1:0xaa",stable,0,5,5,3,3,15
"(5, 5):(0, 0)|(5, 5):2:0x7dddf6","(57, 25):(0, 0)|(57, 25):4:0x1c000009000007c00000600000300002280006d2000019000101000078000000000080000420000d83000589c806112a0180a880004180000000000c000006000002800000000000700000000000000000000000000000000000000000000c00000e000004800003400000c000000000000000000000000000000000000000000000000000000060000030000001000000800000400000000000000000000000000000000000000000800001800000600000",survival,0,5,5,57,25,99
"(5, 5):(0, 0)|(5, 5):2:0x7dddf9","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,12
"(5, 5):(0, 0)|(5, 5):2:0x7dddfa","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,25
"(5, 5):(0, 0)|(5, 5):2:0x7dddfc","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,7
"(5, 5):(0, 0)|(5, 5):2:0x7dde3f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,11
"(5, 5):(0, 0)|(5, 5):2:0x7dde5f","(4, 4):(0, 0)|(4, 4):1:0x4a96",stable,0,5,5,4,4,10
"(5, 5):(0, 0)|(5, 5):2:0x7dde6f","(19, 25):(0, 0)|(19, 25):20:0x4000007000005c00002300000e800003800000000000000000000030000018000000000000000000000000600c003006000000000006000003",survival,0,5,5,19,25,99
"(5, 5):(0, 0)|(5, 5):2:0x7dde77","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,14
"(5, 5):(0, 0)|(5, 5):2:0x7dde7b","(3, 3):(0, 0)|(3, 3):0:0x15a",spaceship,4,5,5,3,3,51
"(5, 5):(0, 0)|(5, 5):2:0x7dde7d","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,65
"(5, 5):(0, 0)|(5, 5):2:0x7dde7e","(4, 4):(0, 0)|(4, 4):1:0x6996",stable,0,5,5,4,4,10
"(5, 5):(0, 0)|(5, 5):2:0x7dde9f","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,15
"(5, 5):(0, 0)|(5, 5):2:0x7ddeaf","(19, 25):(0, 0)|(19, 25):20:0x4000007000005c00002300000e800003800000000000000000000030000018000000000000000000000000600c003006000000000006000003",survival,0,5,5,19,25,99
"(5, 5):(0, 0)|(5, 5):2:0x7ddeb7","(6, 4):(0, 0)|(6, 4):2:0x3300cc",stable,0,5,5,6,4,15
"(5, 5):(0, 0)|(5, 5):2:0x7ddebb","(3, 3):(0, 0)|(3, 3):0:0x15a",spaceship,4,5,5,3,3,51
"(5, 5):(0, 0)|(5, 5):2:0x7ddebd","(10, 23):(0, 0)|(10, 23):4:0x300000a000708000c0000180000020000ea00076a00044c000900000a",survival,0,5,5,10,23,99
"(5, 5):(0, 0)|(5, 5):2:0x7ddebe","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,18
"(5, 5):(0, 0)|(5, 5):2:0x7ddecf","(11, 5):(0, 0)|(11, 5):0:0x42100000000063",oscillator,2,5,5,11,5,39
"(5, 5):(0, 0)|(5, 5):2:0x7dded7","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,14
"(5, 5):(0, 0)|(5, 5):2:0x7ddedb","(12, 7):(0, 0)|(12, 7):2:0x38020c18200e000010204",oscillator,2,5,5,12,7,70
"(5, 5):(0, 0)|(5, 5):2:0x7ddedd","(33, 54):(0, 0)|(33, 54):28:0x300000000000000000000000000000000000000020000000000000000000000000008020000000000000400000000000028000000001800f0000000000001400000000000010000800000800000073000039400003be000049000010800000040000c3100000a0000161c0f0030000002003f000200e0700342001c024080140800080d800080e009c001000000004001c80006800000080000040380601c00000000050020000000820800000000020800000000000820000000000000018000000000380600000000000001800000000000020000000000003800",survival,0,5,5,33,54,99
"(5, 5):(0, 0)|(5, 5):2:0x7ddede","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,26
"(5, 5):(0, 0)|(5, 5):2:0x7ddeeb","(4, 11):(0, 0)|(4, 11):0:0xe0001802802",oscillator,2,5,5,4,11,17
"(5, 5):(0, 0)|(5, 5):2:0x7ddeed","(27, 19):(0, 0)|(27, 19):17:0xc000280001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000180002800020000",survival,0,5,5,27,19,99
"(5, 5):(0, 0)|(5, 5):2:0x7ddeee","(20, 25):(0, 0)|(20, 25):12:0xc00000600000000000000000000000000000000000000000000400000500000280600080380006208002904000fa00000c100161d00060da0010060000",survival,0,5,5,20,25,99
"(5, 5):(0, 0)|(5, 5):2:0x7ddef3","(4, 8):(0, 0)|(4, 8):0:0xc0c60502",stable,0,5,5,4,8,8
"(5, 5):(0, 0)|(5, 5):2:0x7ddef5","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,13
"(5, 5):(0, 0)|(5, 5):2:0x7ddef6","(7, 8):(0, 0)|(7, 8):7:0x1e10100000606",oscillator,2,5,5,7,8,20
"(5, 5):(0, 0)|(5, 5):2:0x7ddef9","(3, 3):(0, 0)|(3, 3):0:0x1aa",stable,0,5,5,3,3,8
"(5, 5):(0, 0)|(5, 5):2:0x7ddefa","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,8
"(5, 5):(0, 0)|(5, 5):2:0x7ddefc","(28, 18):(0, 0)|(28, 18):16:0xc00030000000000000000000000c00030000000000000000030000f8000000000000000000000000000000000003000120009e00158004600000003800",survival,0,5,5,28,18,99
"(5, 5):(0, 0)|(5, 5):2:0x7ddf1f","(7, 8):(0, 0)|(7, 8):6:0x2050502c0a040",stable,0,5,5,7,8,11
"(5, 5):(0, 0)|(5, 5):2:0x7ddf2f","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,44
"(5, 5):(0, 0)|(5, 5):2:0x7ddf37","(18, 23):(0, 0)|(18, 23):4:0x200001a00004000010400013c0001d8000190000000080010080099a01628003c030033f8300200900000c04180008700010000",survival,0,5,5,18,23,99
"(5, 5):(0, 0)|(5, 5):2:0x7ddf3b","(4, 10):(0, 0)|(4, 10):1:0x61a49a1502",stable,0,5,5,4,10,6
"(5, 5):(0, 0)|(5, 5):2:0x7ddf3d","(23, 54):(0, 0)|(23, 54):3:0x700000000000012000000000000480000000000069030000000002a40c0000000001a0000000000000800000000000440000000000004000000408000020000010f000036000004623000000001823180050000060780601100000008024064000000003900e00000000194010000a06006c100000181800084000004000000000000000180400000000006068000000000000c000000000000100",survival,0,5,5,23,54,99
"(5, 5):(0, 0)|(5, 5):2:0x7ddf3e","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,11
"(5, 5):(0, 0)|(5, 5):2:0x7ddf4f","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,8
"(5, 5):(0, 0)|(5, 5):2:0x7ddf57","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,8
"(5, 5):(0, 0)|(5, 5):2:0x7ddf5b","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,15
"(5, 5):(0, 0)|(5, 5):2:0x7ddf5d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 5):(0, 0)|(5, 5):2:0x7ddf5e","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 5):(0, 0)|(5, 5):2:0x7ddf6b","(4, 4):(0, 0)|(4, 4):1:0x6952",stable,0,5,5,4,4,6
"(5, 5):(0, 0)|(5, 5):2:0x7ddf6d","(6, 8):(0, 0)|(6, 8):5:0x6050200c0c0",stable,0,5,5,6,8,8
"(5, 5):(0, 0)|(5, 5):2:0x7ddf6e","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,33
"(5, 5):(0, 0)|(5, 5):2:0x7ddf73","(3, 3):(0, 0)|(3, 3):1:0xea",stable,0,5,5,3,3,54
"(5, 5):(0, 0)|(5, 5):2:0x7ddf75","(22, 19):(0, 0)|(22, 19):10:0xc0001800000000000000000000000000000000000020000400008000000000000000020001c0044403287023ae0208c0000007",survival,0,5,5,22,19,99
"(5, 5):(0, 0)|(5, 5):2:0x7ddf76","(15, 32):(0, 0)|(15, 32):30:0x200000005000000060200000003000000008000300240005843001c6c4040606ea0671124300d0d98480d030005840e0015838c0008000800",survival,0,5,5,15,32,99
"(5, 5):(0, 0)|(5, 5):2:0x7ddf79","(4, 10):(0, 0)|(4, 10):1:0x61a49a1502",stable,0,5,5,4,10,6
"(5, 5):(0, 0)|(5, 5):2:0x7ddf7a","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,15
"(5, 5):(0, 0)|(5, 5):2:0x7ddf7c","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 5):(0, 0)|(5, 5):2:0x7ddf8f","(8, 11):(0, 0)|(8, 11):8:0xc0240300060120140100",stable,0,5,5,8,11,72
"(5, 5):(0, 0)|(5, 5):2:0x7ddf97","(5, 10):(0, 0)|(5, 10):8:0x201405c0b00",stable,0,5,5,5,10,41
"(5, 5):(0, 0)|(5, 5):2:0x7ddf9b","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,7
"(5, 5):(0, 0)|(5, 5):2:0x7ddf9d","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,7
"(5, 5):(0, 0)|(5, 5):2:0x7ddfa7","(8, 22):(0, 0)|(8, 22):0:0xc0001b0000500000b00000c000600002400009000018",stable,0,5,5,8,22,75
"(5, 5):(0, 0)|(5, 5):2:0x7ddfab","(4, 4):(0, 0)|(4, 4):1:0x6952",stable,0,5,5,4,4,6
"(5, 5):(0, 0)|(5, 5):2:0x7ddfad","(43, 25):(0, 0)|(43, 25):16:0x4000007000002000000900000180001d000006000001800000400000300000090000d51000faac00f13200c247003a20000cde804007c03181a00800c00000300000000000000000000000000001800000c006000004800002800000800000000000000000000000000000000000000000000000000000000000000000200000500000180",survival,0,5,5,43,25,99
"(5, 5):(0, 0)|(5, 5):2:0x7ddfae","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,39
"(5, 5):(0, 0)|(5, 5):2:0x7ddfb3","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,55
"(5, 5):(0, 0)|(5, 5):2:0x7ddfb5","(8, 9):(0, 0)|(8, 9):0:0xe00000000000181206",oscillator,2,5,5,8,9,46
"(5, 5):(0, 0)|(5, 5):2:0x7ddfb6","(23, 14):(0, 0)|(23, 14):11:0x6c02700900180000000000000000000000001000a0028004000000000000000000001800900180",stable,0,5,5,23,14,68
"(5, 5):(0, 0)|(5, 5):2:0x7ddfb9","(31, 23):(0, 0)|(31, 23):10:0x7000010000020000094000198000018000040000000001000002000002000000400001400000000000000000000002000004e600004c000060000180000200000200000600000c0000000000004000014000048000060000",survival,0,5,5,31,23,99
"(5, 5):(0, 0)|(5, 5):2:0x7ddfba","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):2:0x7ddfc7","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,23
"(5, 5):(0, 0)|(5, 5):2:0x7ddfcb","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 5):(0, 0)|(5, 5):2:0x7ddfcd","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):2:0x7ddfce","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,5,5,1,3,7
"(5, 5):(0, 0)|(5, 5):2:0x7ddfd3","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,11
"(5, 5):(0, 0)|(5, 5):2:0x7ddfd5","(10, 24):(0, 0)|(10, 24):0:0xc02000c05006007003003004180000180000000300000000000300000400",survival,0,5,5,10,24,99
"(5, 5):(0, 0)|(5, 5):2:0x7ddfd6","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,11
"(5, 5):(0, 0)|(5, 5):2:0x7ddfd9","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):2:0x7ddfda","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):2:0x7ddfe9","(3, 3):(0, 0)|(3, 3):0:0x1aa",stable,0,5,5,3,3,8
"(5, 5):(0, 0)|(5, 5):2:0x7ddfea","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,7
"(5, 5):(0, 0)|(5, 5):2:0x7ddff1","(22, 19):(0, 0)|(22, 19):10:0xc0001800000000000000000000000000000000000020000400008000000000000000020001c0044403287023ae0208c0000007",survival,0,5,5,22,19,99
"(5, 5):(0, 0)|(5, 5):2:0x7ddff2","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,10
"(5, 5):(0, 0)|(5, 5):2:0x7de1ff","(27, 18):(0, 0)|(27, 18):4:0x220000800910000000d000080000000000000000000000000000000000e000000030000c00000000000000000c00030000000000000000000000c0003",survival,0,5,5,27,18,99
"(5, 5):(0, 0)|(5, 5):2:0x7de2ff","(22, 28):(0, 0)|(22, 28):2:0x38000000000000803000080300008000000000008038001c0000034000004200000c000000c800000ec60000d010000f8100e000100010d202041f0021a320020c53800000b800e0d180000520",survival,0,5,5,22,28,99
"(5, 5):(0, 0)|(5, 5):2:0x7de37f","(22, 28):(0, 0)|(22, 28):2:0x38000000000000803000080300008000000000008038001c0000034000004200000c000000c800000ec60000d010000f8100e000100010d202041f0021a320020c53800000b800e0d180000520",survival,0,5,5,22,28,99
"(5, 5):(0, 0)|(5, 5):2:0x7de3bf","(22, 9):(0, 0)|(22, 9):1:0x10140a02000080e00000100804301403018000a03008405010",survival,0,5,5,22,9,99
"(5, 5):(0, 0)|(5, 5):2:0x7de3df","(22, 9):(0, 0)|(22, 9):1:0x10140a02000080e00000100804301403018000a03008405010",survival,0,5,5,22,9,99
"(5, 5):(0, 0)|(5, 5):2:0x7de3ef","(18, 13):(0, 0)|(18, 13):10:0xc005001000000000000f800c08c0400000000020090e00009004801c",survival,0,5,5,18,13,99
"(5, 5):(0, 0)|(5, 5):2:0x7de3f7","(33, 14):(0, 0)|(33, 14):9:0x18005000c0000000000000000000000000000000000000000000000000000030012004c000e0004205006c002207e03ed3c731ec04ae1a0010",survival,0,5,5,33,14,99
"(5, 5):(0, 0)|(5, 5):2:0x7de3fb","(33, 14):(0, 0)|(33, 14):9:0x18005000c0000000000000000000000000000000000000000000000000000030012004c000e0004205006c002207e03ed3c731ec04ae1a0010",survival,0,5,5,33,14,99
"(5, 5):(0, 0)|(5, 5):2:0x7de3fd","(32, 35):(0, 0)|(32, 35):18:0x200000000c000000028c6000c0623200260386c0082000c142640c0518db8300221200600002c0040000300100000000000000000000000000000000000000000000600000000c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c0000080180000200000000700000000",survival,0,5,5,32,35,99
"(5, 5):(0, 0)|(5, 5):2:0x7de3fe","(32, 35):(0, 0)|(32, 35):18:0x200000000c000000028c6000c0623200260386c0082000c142640c0518db8300221200600002c0040000300100000000000000000000000000000000000000000000600000000c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000c0000080180000200000000700000000",survival,0,5,5,32,35,99
"(5, 5):(0, 0)|(5, 5):2:0x7de4ff","(15, 12):(0, 0)|(15, 12):9:0x40160000700480890aa006200c001000c01200c00c0",survival,0,5,5,15,12,99
"(5, 5):(0, 0)|(5, 5):2:0x7de57f","(12, 28):(0, 0)|(12, 28):5:0x60000006000000000000000000000000000000386000c24e6082471a0923b64091e26000e0300004000",survival,0,5,5,12,28,99
"(5, 5):(0, 0)|(5, 5):2:0x7de5bf","(3, 6):(0, 0)|(3, 6):4:0x3cf0",stable,0,5,5,3,6,42
"(5, 5):(0, 0)|(5, 5):2:0x7de5df","(30, 18):(0, 0)|(30, 18):13:0x400048601218180004c000360024580de601f000200000000000007048121210244419a10be8086000000000000000001c002e800880002000800011000381800060",survival,0,5,5,30,18,99
