start_gameboard,end_gameboard,exit_criteria,periodicity,rows,cols,max_height,max_width,runs
"(5, 5):(0, 0)|(5, 5):2:0x6ffbd9","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,3
"(5, 5):(0, 0)|(5, 5):2:0x6ffbe9","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):2:0x6ffbea","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(5, 5):(0, 0)|(5, 5):2:0x6ffbf1","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(5, 5):(0, 0)|(5, 5):2:0x6ffbf2","(3, 6):(0, 0)|(3, 6):0:0x30cc3",stable,0,5,5,3,6,3
"(5, 5):(0, 0)|(5, 5):2:0x6ffc3f","(12, 12):(0, 0)|(12, 12):1:0x600a0040803400000204301600901000a004",survival,0,5,5,12,12,99
"(5, 5):(0, 0)|(5, 5):2:0x6ffc5f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,20
"(5, 5):(0, 0)|(5, 5):2:0x6ffc77","(31, 29):(0, 0)|(31, 29):10:0x1800000090000007800003a000001f800000c40000408000051a00004880c0020007800a004800500110010008800800280000408000e20000001020008002800400220050011002801201e0007801220301051a0008102000400c4000007e000003a0000001e000000900000060000",survival,0,5,5,31,29,99
"(5, 5):(0, 0)|(5, 5):2:0x6ffc7b","(21, 54):(0, 0)|(21, 54):3:0x700000000000024000000000000080c000000000460300000000034000000000000440000000000012000000000000280000010000000000000418000030000010b1c0034000060d8040110000180820804c000000000400e00000000228010000800001500000018180194c00000c060001e00000000000000000000006018000000000180e000000000000100",survival,0,5,5,21,54,99
"(5, 5):(0, 0)|(5, 5):2:0x6ffc7d","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,4
"(5, 5):(0, 0)|(5, 5):2:0x6ffc7e","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,21
"(5, 5):(0, 0)|(5, 5):2:0x6ffc9f","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,18
"(5, 5):(0, 0)|(5, 5):2:0x6ffcb7","(57, 25):(0, 0)|(57, 25):2:0x6000006000000800000000000000000000000000000000000000000000100000080000040000300000180000000000000000000000000000000000000000000000000000000c00000d000004800003800000c000000000000000000000000000000000000000001c00000000000a000006000003000000000001060000a880004a80601c80610c001620000d80000108000009e000010100000640006d200008a000003000001800007c00002400001c0000",survival,0,5,5,57,25,99
"(5, 5):(0, 0)|(5, 5):2:0x6ffcbb","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(5, 5):(0, 0)|(5, 5):2:0x6ffcbd","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,12
"(5, 5):(0, 0)|(5, 5):2:0x6ffcbe","(13, 13):(0, 0)|(13, 13):6:0x400500280080000603482580c0000200280140040",stable,0,5,5,13,13,21
"(5, 5):(0, 0)|(5, 5):2:0x6ffcd7","(42, 14):(0, 0)|(42, 14):8:0x800d80300144000000801c0060000c000001400600000001001800300000000000000000000380120040024004801a3828e05c8140058c12e09301480000000000000000000600180",survival,0,5,5,42,14,99
"(5, 5):(0, 0)|(5, 5):2:0x6ffcdb","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):2:0x6ffcdd","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):2:0x6ffcde","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(5, 5):(0, 0)|(5, 5):2:0x6ffcf3","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,6
"(5, 5):(0, 0)|(5, 5):2:0x6ffcf5","(54, 21):(0, 0)|(54, 21):16:0x200007800041006044049820642b0190600780000000000000000000000000000000000000600003000000000000000000000000000000000a000060000100000000000000003000018000000000000060e0030000000000020030100181400005000038000080000000000000140002080110401c420061000035000050001c000080000400003000008000",survival,0,5,5,54,21,99
"(5, 5):(0, 0)|(5, 5):2:0x6ffcf6","(54, 21):(0, 0)|(54, 21):16:0x200007800041006044049820642b0190600780000000000000000000000000000000000000600003000000000000000000000000000000000a000060000100000000000000003000018000000000000060e0030000000000020030100181400005000038000080000000000000140002080110401c420061000035000050001c000080000400003000008000",survival,0,5,5,54,21,99
"(5, 5):(0, 0)|(5, 5):2:0x6ffcf9","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):2:0x6ffcfa","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):2:0x6ffcfc","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):2:0x6ffd1f","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,20
"(5, 5):(0, 0)|(5, 5):2:0x6ffd37","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 5):(0, 0)|(5, 5):2:0x6ffd3b","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,15
"(5, 5):(0, 0)|(5, 5):2:0x6ffd3d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(5, 5):(0, 0)|(5, 5):2:0x6ffd3e","(32, 35):(0, 0)|(32, 35):1:0x6000000018000000008030000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000600000000c00000000000000000000000000000000000000180180000500080000920600000e202004012602039c0d8040a081e0003420000da24000010430000010800000018000",survival,0,5,5,32,35,99
"(5, 5):(0, 0)|(5, 5):2:0x6ffd57","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(5, 5):(0, 0)|(5, 5):2:0x6ffd5b","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):2:0x6ffd5d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,4
"(5, 5):(0, 0)|(5, 5):2:0x6ffd73","(21, 54):(0, 0)|(21, 54):3:0x700000000000024000000000000080c000000000460300000000034000000000000440000000000012000000000000280000010000000000000418000030000010b1c0034000060d8040110000180820804c000000000400e00000000228010000800001500000018180194c00000c060001e00000000000000000000006018000000000180e000000000000100",survival,0,5,5,21,54,99
"(5, 5):(0, 0)|(5, 5):2:0x6ffd75","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):2:0x6ffd76","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,9
"(5, 5):(0, 0)|(5, 5):2:0x6ffd79","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,15
"(5, 5):(0, 0)|(5, 5):2:0x6ffd7a","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):2:0x6ffd7c","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 5):(0, 0)|(5, 5):2:0x6ffd97","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):2:0x6ffd9b","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):2:0x6ffd9d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,9
"(5, 5):(0, 0)|(5, 5):2:0x6ffdb3","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,5,5,1,3,6
"(5, 5):(0, 0)|(5, 5):2:0x6ffdb5","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,3
"(5, 5):(0, 0)|(5, 5):2:0x6ffdb6","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(5, 5):(0, 0)|(5, 5):2:0x6ffdb9","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,6
"(5, 5):(0, 0)|(5, 5):2:0x6ffdba","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):2:0x6ffdbc","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,7
"(5, 5):(0, 0)|(5, 5):2:0x6ffdd3","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):2:0x6ffdd5","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):2:0x6ffdd9","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,2
"(5, 5):(0, 0)|(5, 5):2:0x6ffdf1","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):2:0x6ffdf2","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):2:0x6ffe1f","(25, 27):(0, 0)|(25, 27):10:0x1000000880000108080043038018d058007b01001140200010400c0006018020ee000406800600e000c000000e000001c003002600600460000044000000000002600000c800002b80000d500000e000000c000",survival,0,5,5,25,27,99
"(5, 5):(0, 0)|(5, 5):2:0x6ffe2f","(4, 8):(0, 0)|(4, 8):1:0x40a7a040",oscillator,2,5,5,4,8,28
"(5, 5):(0, 0)|(5, 5):2:0x6ffe37","(8, 14):(0, 0)|(8, 14):12:0x8005e01800000000060014002",oscillator,2,5,5,8,14,52
"(5, 5):(0, 0)|(5, 5):2:0x6ffe3b","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,5
"(5, 5):(0, 0)|(5, 5):2:0x6ffe3d","(34, 32):(0, 0)|(34, 32):29:0x70000000100c000020120000003600000050000000c000000088000000480000007000000000000000000000c0000000c00000000000000001060000030e0000062000000e20000006401800060018000300000000000000000000000000000001c000000240000002a0000001100000001000000000000000a0000000600000004000000",survival,0,5,5,34,32,99
"(5, 5):(0, 0)|(5, 5):2:0x6ffe3e","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,13
"(5, 5):(0, 0)|(5, 5):2:0x6ffe4f","(4, 4):(0, 0)|(4, 4):1:0x4a96",stable,0,5,5,4,4,13
"(5, 5):(0, 0)|(5, 5):2:0x6ffe57","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,16
"(5, 5):(0, 0)|(5, 5):2:0x6ffe5b","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,27
"(5, 5):(0, 0)|(5, 5):2:0x6ffe5d","(9, 9):(0, 0)|(9, 9):6:0x6048180000405028080",stable,0,5,5,9,9,24
"(5, 5):(0, 0)|(5, 5):2:0x6ffe67","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,5,5,4,4,5
"(5, 5):(0, 0)|(5, 5):2:0x6ffe6b","(21, 54):(0, 0)|(21, 54):3:0x700000000000024000000000000080c000000000460300000000034000000000000440000000000012000000000000280000010000000000000418000030000010b1c0034000060d8040110000180820804c000000000400e00000000228010000800001500000018180194c00000c060001e00000000000000000000006018000000000180e000000000000100",survival,0,5,5,21,54,99
"(5, 5):(0, 0)|(5, 5):2:0x6ffe6d","(4, 4):(0, 0)|(4, 4):1:0x4a96",stable,0,5,5,4,4,5
"(5, 5):(0, 0)|(5, 5):2:0x6ffe6e","(3, 6):(0, 0)|(3, 6):0:0x30cc3",stable,0,5,5,3,6,7
"(5, 5):(0, 0)|(5, 5):2:0x6ffe73","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(5, 5):(0, 0)|(5, 5):2:0x6ffe75","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,5
"(5, 5):(0, 0)|(5, 5):2:0x6ffe76","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,9
"(5, 5):(0, 0)|(5, 5):2:0x6ffe79","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,5
"(5, 5):(0, 0)|(5, 5):2:0x6ffe7a","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,10
"(5, 5):(0, 0)|(5, 5):2:0x6ffe7c","(30, 30):(0, 0)|(30, 30):5:0x40000002c000000800000022000000740000001000000000000000000000000000001c0000c37180032ec6000116000002180000078000000400000000000000c000000300000c0000003000000000000000000000000000000000000001c000000480000822000010480001c1400000",survival,0,5,5,30,30,99
"(5, 5):(0, 0)|(5, 5):2:0x6ffe8f","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,9
"(5, 5):(0, 0)|(5, 5):2:0x6ffe97","(4, 4):(0, 0)|(4, 4):2:0x2596",stable,0,5,5,4,4,41
"(5, 5):(0, 0)|(5, 5):2:0x6ffe9b","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,5,5,1,3,8
"(5, 5):(0, 0)|(5, 5):2:0x6ffe9d","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,7
"(5, 5):(0, 0)|(5, 5):2:0x6ffea7","(38, 14):(0, 0)|(38, 14):8:0xc00300000000000000000000000000000000000000000000000000000000000000000038016004401b808a03c81200d000000c000101e803c08001c003801200300",survival,0,5,5,38,14,99
"(5, 5):(0, 0)|(5, 5):2:0x6ffeab","(3, 3):(0, 0)|(3, 3):0:0x1aa",stable,0,5,5,3,3,5
"(5, 5):(0, 0)|(5, 5):2:0x6ffead","(1, 3):(0, 0)|(1, 3):0:0x7",oscillator,2,5,5,1,3,23
"(5, 5):(0, 0)|(5, 5):2:0x6ffeae","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,6
"(5, 5):(0, 0)|(5, 5):2:0x6ffeb3","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,5
"(5, 5):(0, 0)|(5, 5):2:0x6ffeb5","(2, 7):(0, 0)|(2, 7):0:0x31e3",stable,0,5,5,2,7,4
"(5, 5):(0, 0)|(5, 5):2:0x6ffeb6","(3, 6):(0, 0)|(3, 6):0:0x30cc3",stable,0,5,5,3,6,4
"(5, 5):(0, 0)|(5, 5):2:0x6ffeb9","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,7
"(5, 5):(0, 0)|(5, 5):2:0x6ffeba","(26, 20):(0, 0)|(26, 20):10:0x300303004b8003400002800070e0081101011008110000e0000000000000007c0000c00000000000000000000000000000000000000000000018000240001800",survival,0,5,5,26,20,99
"(5, 5):(0, 0)|(5, 5):2:0x6ffebc","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,6
"(5, 5):(0, 0)|(5, 5):2:0x6ffec7","(37, 25):(0, 0)|(37, 25):20:0x1000001c00001e00001800000c000003d00000901c00480000000001000000e030002c78003030000200000000000010001c180000000000000000600000300000000000000000000000000000000000000000000000000000004000002000000800001800003c000024000012000007000",survival,0,5,5,37,25,99
"(5, 5):(0, 0)|(5, 5):2:0x6ffecb","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(5, 5):(0, 0)|(5, 5):2:0x6ffecd","(4, 4):(0, 0)|(4, 4):1:0x4a96",stable,0,5,5,4,4,5
"(5, 5):(0, 0)|(5, 5):2:0x6ffed3","(54, 22):(0, 0)|(54, 22):4:0xc000030000180000600000e00002700002c0029400082000398e00022000000000000000000000380000a000048018140060700000000000000302000c0800002000000000180000600000000000000300000a0000200000000000000000000000000000000000000000600001800000000000000000000000000000180001f0000843c0272d80c8e300c618000900003c000030",survival,0,5,5,54,22,99
"(5, 5):(0, 0)|(5, 5):2:0x6ffed5","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(5, 5):(0, 0)|(5, 5):2:0x6ffed9","(11, 24):(0, 0)|(11, 24):17:0x404000e0a0009e4001c30001a3000222000148000000000028000010000010",survival,0,5,5,11,24,99
"(5, 5):(0, 0)|(5, 5):2:0x6ffee9","(4, 4):(0, 0)|(4, 4):1:0x4a96",stable,0,5,5,4,4,5
"(5, 5):(0, 0)|(5, 5):2:0x6ffeea","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(5, 5):(0, 0)|(5, 5):2:0x6ffef1","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,5
"(5, 5):(0, 0)|(5, 5):2:0x6ffef2","(3, 1):(0, 0)|(3, 1):0:0x7",oscillator,2,5,5,3,1,9
"(5, 5):(0, 0)|(5, 5):2:0x6fff0f","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,21
"(5, 5):(0, 0)|(5, 5):2:0x6fff17","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,12
"(5, 5):(0, 0)|(5, 5):2:0x6fff1b","(17, 25):(0, 0)|(17, 25):12:0x1c00000000000000c0000140000040000000000000000000000000000000000000000000000000000000000000030c6001863000",survival,0,5,5,17,25,99
"(5, 5):(0, 0)|(5, 5):2:0x6fff1d","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,14
"(5, 5):(0, 0)|(5, 5):2:0x6fff27","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,7
"(5, 5):(0, 0)|(5, 5):2:0x6fff2b","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 5):(0, 0)|(5, 5):2:0x6fff2d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 5):(0, 0)|(5, 5):2:0x6fff2e","(23, 10):(0, 0)|(23, 10):8:0x30cc30000000000000000000000000000000000000000000030cc300",stable,0,5,5,23,10,68
"(5, 5):(0, 0)|(5, 5):2:0x6fff33","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,5
"(5, 5):(0, 0)|(5, 5):2:0x6fff35","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,7
"(5, 5):(0, 0)|(5, 5):2:0x6fff36","(3, 6):(0, 0)|(3, 6):0:0x30cc3",stable,0,5,5,3,6,4
"(5, 5):(0, 0)|(5, 5):2:0x6fff39","(2, 7):(0, 0)|(2, 7):0:0x31e3",stable,0,5,5,2,7,5
"(5, 5):(0, 0)|(5, 5):2:0x6fff3a","(17, 25):(0, 0)|(17, 25):12:0x1c00000000000000c0000140000040000000000000000000000000000000000000000000000000000000000000030c6001863000",survival,0,5,5,17,25,99
"(5, 5):(0, 0)|(5, 5):2:0x6fff3c","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,7
"(5, 5):(0, 0)|(5, 5):2:0x6fff47","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,7
"(5, 5):(0, 0)|(5, 5):2:0x6fff4b","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):2:0x6fff4d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,9
"(5, 5):(0, 0)|(5, 5):2:0x6fff53","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,27
"(5, 5):(0, 0)|(5, 5):2:0x6fff55","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,3
"(5, 5):(0, 0)|(5, 5):2:0x6fff59","(17, 25):(0, 0)|(17, 25):12:0x1c00000000000000c0000140000040000000000000000000000000000000000000000000000000000000000000030c6001863000",survival,0,5,5,17,25,99
"(5, 5):(0, 0)|(5, 5):2:0x6fff69","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 5):(0, 0)|(5, 5):2:0x6fff6a","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):2:0x6fff71","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,5
"(5, 5):(0, 0)|(5, 5):2:0x6fff72","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,10
"(5, 5):(0, 0)|(5, 5):2:0x6fff87","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,6
"(5, 5):(0, 0)|(5, 5):2:0x6fff8b","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):2:0x6fff8d","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):2:0x6fff93","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(5, 5):(0, 0)|(5, 5):2:0x6fff95","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(5, 5):(0, 0)|(5, 5):2:0x6fff99","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,4
"(5, 5):(0, 0)|(5, 5):2:0x6fffa9","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,5
"(5, 5):(0, 0)|(5, 5):2:0x6fffaa","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):2:0x6fffb1","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,7
"(5, 5):(0, 0)|(5, 5):2:0x6fffb2","(3, 6):(0, 0)|(3, 6):0:0x30cc3",stable,0,5,5,3,6,4
"(5, 5):(0, 0)|(5, 5):2:0x6fffc9","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,3
"(5, 5):(0, 0)|(5, 5):2:0x6fffd1","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,3
"(5, 5):(0, 0)|(5, 5):2:0x707fff","(19, 29):(0, 0)|(19, 29):8:0x400400050050006404c00ac01a8040000400000000e00000e8c00018a0000008800000824f1e480468b1000101000002200000f1e0000a02800008200001c1c000040400",survival,0,5,5,19,29,99
"(5, 5):(0, 0)|(5, 5):2:0x70dfff","(16, 15):(0, 0)|(16, 15):9:0x6041c0c4a2783d2cb907410901bc000000000000000000080028002000",survival,0,5,5,16,15,99
"(5, 5):(0, 0)|(5, 5):2:0x70efff","(16, 15):(0, 0)|(16, 15):9:0x6041c0c4a2783d2cb907410901bc000000000000000000080028002000",survival,0,5,5,16,15,99
"(5, 5):(0, 0)|(5, 5):2:0x70f7ff","(4, 9):(0, 0)|(4, 9):7:0x1b0e40c0",stable,0,5,5,4,9,22
"(5, 5):(0, 0)|(5, 5):2:0x70fbff","(3, 4):(0, 0)|(3, 4):1:0x696",stable,0,5,5,3,4,83
"(5, 5):(0, 0)|(5, 5):2:0x70feff","(16, 15):(0, 0)|(16, 15):0:0x800100020080028003000000000010006060813c3b71e21b802000e001c0",survival,0,5,5,16,15,99
"(5, 5):(0, 0)|(5, 5):2:0x70ff7f","(16, 15):(0, 0)|(16, 15):0:0x800100020080028003000000000010006060813c3b71e21b802000e001c0",survival,0,5,5,16,15,99
"(5, 5):(0, 0)|(5, 5):2:0x70ffbf","(33, 26):(0, 0)|(33, 26):18:0x8000002000000800000000001838000600000000000000000000000001810000004000c0ac1c48d8048e3702200c0004c07cc6303882000421000008203800c409000304200204000073cc001c6c0000060000002000007c00003e8000187000001800000c00000200",survival,0,5,5,33,26,99
"(5, 5):(0, 0)|(5, 5):2:0x70ffdf","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(5, 5):(0, 0)|(5, 5):2:0x70fff7","(20, 27):(0, 0)|(20, 27):6:0x30e180040010003018000104000091200010040000280070451078091203416341507c7c16100043c6000c7848090c0583400080080004040001a2c000145000038e00",survival,0,5,5,20,27,99
"(5, 5):(0, 0)|(5, 5):2:0x70fffb","(2, 2):(0, 0)|(2, 2):0:0xf",stable,0,5,5,2,2,49
"(5, 5):(0, 0)|(5, 5):2:0x70fffd","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,19
"(5, 5):(0, 0)|(5, 5):2:0x70fffe","(7, 7):(0, 0)|(7, 7):4:0x182824142430",stable,0,5,5,7,7,5
"(5, 5):(0, 0)|(5, 5):2:0x715fff","(8, 10):(0, 0)|(8, 10):8:0xc030000300c00c0300",stable,0,5,5,8,10,83
"(5, 5):(0, 0)|(5, 5):2:0x716fff","(8, 10):(0, 0)|(8, 10):8:0xc030000300c00c0300",stable,0,5,5,8,10,83
"(5, 5):(0, 0)|(5, 5):2:0x7177ff","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,32
"(5, 5):(0, 0)|(5, 5):2:0x717bff","(8, 9):(0, 0)|(8, 9):1:0x633240a02804023018",oscillator,2,5,5,8,9,17
"(5, 5):(0, 0)|(5, 5):2:0x717eff","(26, 21):(0, 0)|(26, 21):7:0x600002880028a00d4500641000c1c0001600008800008c000490024700110000840002200006000000000000000000000000000000000000000000030000240000c0000",survival,0,5,5,26,21,99
"(5, 5):(0, 0)|(5, 5):2:0x717f7f","(26, 21):(0, 0)|(26, 21):7:0x600002880028a00d4500641000c1c0001600008800008c000490024700110000840002200006000000000000000000000000000000000000000000030000240000c0000",survival,0,5,5,26,21,99
"(5, 5):(0, 0)|(5, 5):2:0x717fbf","(4, 3):(0, 0)|(4, 3):1:0x56a",stable,0,5,5,4,3,32
"(5, 5):(0, 0)|(5, 5):2:0x717fdf","(1, 1):(0, 0)|(1, 1):1:0x0",extinct,0,5,5,1,1,10
"(5, 5):(0, 0)|(5, 5):2:0x717ff7","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(5, 5):(0, 0)|(5, 5):2:0x717ffb","(7, 7):(0, 0)|(7, 7):2:0x70041830401c",oscillator,2,5,5,7,7,12
"(5, 5):(0, 0)|(5, 5):2:0x717ffd","(5, 5):(0, 0)|(5, 5):0:0x1c00421",oscillator,2,5,5,5,5,14
"(5, 5):(0, 0)|(5, 5):2:0x717ffe","(29, 12):(0, 0)|(29, 12):5:0x700881040181c040000088090060000000401a1b42b03600403b014000000018c68b401505376088088070",survival,0,5,5,29,12,99
"(5, 5):(0, 0)|(5, 5):2:0x71d7ff","(25, 25):(0, 0)|(25, 25):21:0x800001200028880010c20000c000062700000e0000820000000000002000028000005800000034000002800008000000000000820000e00001c8c0000600008610002228000900000200000",survival,0,5,5,25,25,99
"(5, 5):(0, 0)|(5, 5):2:0x71dbff","(2, 5):(0, 0)|(2, 5):0:0x37b",stable,0,5,5,2,5,58
"(5, 5):(0, 0)|(5, 5):2:0x71dfdf","(23, 10):(0, 0)|(23, 10):0:0x300cc0300000000000000000000000000000000000000000000300cc03",stable,0,5,5,23,10,89
"(5, 5):(0, 0)|(5, 5):2:0x71e7ff","(25, 25):(0, 0)|(25, 25):21:0x800001200028880010c20000c000062700000e0000820000000000002000028000005800000034000002800008000000000000820000e00001c8c0000600008610002228000900000200000",survival,0,5,5,25,25,99
"(5, 5):(0, 0)|(5, 5):2:0x71ebff","(2, 5):(0, 0)|(2, 5):0:0x37b",stable,0,5,5,2,5,58
